Date,Open,High,Low,Close,Adj Close,Volume
2017-12-22,261.820007,263.369995,258.700012,262.350006,222.629715,1461700
2017-12-26,257.230011,262.350006,253.389999,258.100006,219.023163,2225600
2017-12-27,258.839996,261.609985,258.500000,259.119995,219.888748,3561500
2017-12-28,260.160004,260.799988,258.549988,260.420013,220.991928,1364100
2017-12-29,259.769989,261.950012,256.640015,256.899994,218.004868,1798000
2018-01-02,259.769989,267.500000,257.570007,267.010010,226.584198,3313500
2018-01-03,267.290009,270.730011,266.029999,269.929993,229.062088,3116100
2018-01-04,271.589996,271.760010,268.429993,270.019989,229.138458,1906700
2018-01-05,271.970001,274.260010,269.450012,271.619995,230.496231,2863300
2018-01-08,270.920013,272.549988,269.059998,272.269989,231.047775,2097100
2018-01-09,273.059998,273.850006,268.190002,268.500000,227.848587,2602700
2018-01-10,265.980011,266.140015,260.730011,262.829987,223.037018,3160700
2018-01-11,263.570007,263.850006,261.549988,263.500000,223.605591,1772600
2018-01-12,263.390015,265.320007,262.010010,264.290009,224.276016,1988100
2018-01-16,265.179993,267.000000,261.660004,263.250000,223.393494,3352800
2018-01-17,265.480011,266.529999,260.459991,265.809998,225.565826,3736500
2018-01-18,265.459991,270.059998,264.480011,269.799988,228.951767,3031900
2018-01-19,269.149994,269.440002,266.070007,266.390015,226.058029,2996300
2018-01-22,265.649994,266.769989,260.619995,262.109985,222.426041,2723000
2018-01-23,261.739990,264.410004,258.109985,262.899994,223.096420,3539800
2018-01-24,260.970001,263.269989,256.000000,256.859985,217.970901,4540500
2018-01-25,257.739990,257.839996,247.000000,247.289993,209.849838,5952000
2018-01-26,249.419998,250.949997,245.240005,250.789993,212.819901,4901400
2018-01-29,248.279999,249.490005,243.490005,245.470001,208.305389,5040100
2018-01-30,241.250000,245.029999,237.009995,240.979996,204.495178,4600200
2018-01-31,250.000000,253.139999,244.860001,248.029999,210.477798,8048200
2018-02-01,241.720001,245.899994,238.100006,238.789993,202.636734,6685100
2018-02-02,236.770004,237.960007,234.089996,235.479996,199.827881,5835200
2018-02-05,234.679993,244.000000,227.600006,228.100006,193.565216,7077600
2018-02-06,225.619995,240.399994,224.899994,240.380005,203.986023,7774400
2018-02-07,238.759995,243.100006,237.000000,237.380005,201.440216,4047500
2018-02-08,237.389999,238.520004,229.509995,229.570007,194.812668,4320000
2018-02-09,232.789993,237.119995,226.250000,235.500000,199.844833,4328200
2018-02-12,237.860001,245.479996,237.500000,244.399994,207.397369,3506300
2018-02-13,241.009995,246.029999,240.059998,245.860001,208.636307,2371900
2018-02-14,245.000000,248.649994,243.479996,247.660004,210.163818,2549100
2018-02-15,249.279999,251.839996,244.429993,251.830002,213.702469,2554000
2018-02-16,251.270004,252.369995,248.039993,248.889999,211.207596,3263900
2018-02-20,248.750000,255.740005,247.520004,249.619995,211.827026,4169300
2018-02-21,252.490005,253.470001,248.449997,248.619995,210.978470,2815600
2018-02-22,249.119995,253.100006,248.270004,249.350006,211.597977,1934200
2018-02-23,252.139999,255.029999,250.289993,253.710007,215.297821,1828000
2018-02-26,251.960007,254.440002,251.000000,252.949997,214.652863,2887800
2018-02-27,252.089996,255.669998,251.679993,251.809998,213.685486,2117600
2018-02-28,254.080002,254.490005,245.979996,246.460007,209.145493,2883400
2018-03-01,245.860001,249.119995,241.309998,243.309998,206.472412,2604400
2018-03-02,240.429993,251.179993,240.229996,250.869995,212.887787,2740200
2018-03-05,249.899994,251.339996,243.419998,246.979996,209.586761,2590000
2018-03-06,249.309998,251.300003,247.320007,250.960007,212.964203,3003000
2018-03-07,248.690002,249.399994,244.330002,247.050003,209.646164,3154900
2018-03-08,248.259995,248.300003,245.919998,246.949997,209.561295,3355400
2018-03-09,248.580002,254.279999,247.630005,253.779999,215.357239,3078200
2018-03-12,260.649994,264.299988,259.619995,262.839996,223.045517,5388100
2018-03-13,266.429993,273.850006,260.230011,261.220001,221.670807,6685500
2018-03-14,262.000000,262.339996,255.149994,260.589996,221.136169,3961900
2018-03-15,263.730011,268.899994,263.500000,267.760010,227.220596,5799000
2018-03-16,263.000000,263.600006,254.410004,254.869995,216.282227,11395500
2018-03-19,253.100006,256.489990,242.770004,244.949997,207.864151,7126700
2018-03-20,245.100006,248.050003,241.279999,242.360001,205.666245,6191800
2018-03-21,240.580002,250.589996,240.059998,246.000000,211.813995,5491200
2018-03-22,242.029999,246.720001,241.500000,243.570007,209.721680,4307800
2018-03-23,243.380005,245.220001,240.410004,242.479996,208.783173,5907000
2018-03-26,247.669998,248.830002,240.509995,247.729996,213.303574,4871300
2018-03-27,248.080002,254.250000,241.600006,244.369995,210.410492,6391700
2018-03-28,244.080002,246.929993,235.600006,236.679993,203.789185,4174400
2018-03-29,238.089996,240.839996,234.759995,235.649994,202.902298,4687400
2018-04-02,233.949997,236.119995,225.440002,227.679993,196.039886,5308800
2018-04-03,230.860001,236.979996,227.210007,236.779999,203.875290,4556900
2018-04-04,230.050003,237.919998,229.500000,236.990005,204.056091,3772000
2018-04-05,240.759995,241.679993,235.000000,236.309998,203.470612,3579800
2018-04-06,233.729996,236.539993,227.759995,228.869995,197.064529,3024800
2018-04-09,229.979996,239.660004,229.259995,234.740005,202.118774,3749400
2018-04-10,239.559998,241.559998,237.660004,239.750000,206.432556,3324400
2018-04-11,238.119995,240.720001,237.080002,240.320007,206.923370,1992200
2018-04-12,241.429993,242.639999,237.100006,239.429993,206.156982,4103600
2018-04-13,250.000000,252.000000,244.899994,246.940002,212.623383,4831200
2018-04-16,249.089996,249.889999,245.679993,249.369995,214.715683,2517200
2018-04-17,250.889999,252.850006,249.639999,251.740005,216.756363,2508400
2018-04-18,251.000000,251.669998,247.460007,249.589996,214.905106,2051100
2018-04-19,243.539993,246.279999,240.660004,242.860001,209.110352,5014100
2018-04-20,241.220001,241.600006,235.009995,237.119995,204.168015,4153000
2018-04-23,237.990005,238.320007,232.119995,233.449997,201.008041,3133700
2018-04-24,235.740005,236.119995,226.690002,228.389999,196.651230,4488900
2018-04-25,229.000000,231.100006,225.860001,229.000000,197.176468,3402300
2018-04-26,231.000000,231.880005,228.300003,230.419998,198.399094,3275100
2018-04-27,233.570007,234.199997,230.699997,232.779999,200.431152,2721100
2018-04-30,232.580002,234.119995,228.320007,229.419998,197.538071,3968200
2018-05-01,230.850006,230.850006,226.360001,230.380005,198.364670,4494700
2018-05-02,233.300003,233.440002,226.800003,228.740005,196.952591,5295000
2018-05-03,226.490005,227.880005,222.679993,225.250000,193.947586,5801100
2018-05-04,223.649994,232.089996,221.979996,230.520004,198.485229,5130300
2018-05-07,231.300003,236.899994,231.000000,235.970001,203.177856,3695300
2018-05-08,235.740005,238.960007,234.820007,238.850006,205.657623,4014900
2018-05-09,235.800003,239.130005,234.050003,238.050003,204.968811,3503100
2018-05-10,239.729996,243.729996,238.610001,243.509995,209.670044,2574700
2018-05-11,243.080002,244.500000,241.600006,243.380005,209.558090,2405200
2018-05-14,246.279999,248.419998,243.800003,244.759995,210.746307,2758000
2018-05-15,242.309998,244.440002,238.500000,241.580002,208.008224,2498400
2018-05-16,242.139999,242.210007,238.990005,240.509995,207.086929,2933000
2018-05-17,238.119995,241.660004,238.000000,239.449997,206.174240,2282500
2018-05-18,239.860001,240.619995,235.880005,235.990005,203.195068,2526200
2018-05-21,239.460007,240.500000,236.669998,239.050003,205.829865,2572000
2018-05-22,240.240005,241.369995,237.580002,238.490005,205.347656,1921800
2018-05-23,236.229996,240.630005,236.029999,240.559998,207.129974,2345400
2018-05-24,240.860001,244.360001,240.000000,243.529999,209.687271,2279900
2018-05-25,244.039993,250.679993,244.039993,250.029999,215.283981,3221400
2018-05-29,248.639999,251.110001,248.470001,249.690002,214.991211,2828100
2018-05-30,251.179993,252.029999,249.330002,249.399994,214.741531,2684400
2018-05-31,249.259995,255.289993,249.000000,252.070007,217.040482,3469800
2018-06-01,254.369995,257.700012,252.539993,256.339996,220.717072,2636000
2018-06-04,258.000000,259.359985,256.230011,258.369995,222.464966,2588600
2018-06-05,259.459991,261.350006,258.040009,259.260010,223.231308,4237400
2018-06-06,260.739990,263.779999,259.709991,263.519989,226.899292,3746500
2018-06-07,263.000000,266.480011,262.920013,264.679993,227.898102,4607700
2018-06-08,256.739990,259.929993,253.740005,257.970001,222.120544,7369400
2018-06-11,257.859985,261.799988,256.320007,260.829987,224.583145,3185900
2018-06-12,260.329987,261.730011,258.399994,261.429993,225.099701,2759400
2018-06-13,261.760010,266.070007,260.709991,263.579987,226.950958,3486800
2018-06-14,265.000000,269.070007,264.100006,268.459991,231.152771,3704200
2018-06-15,270.040009,271.809998,266.329987,270.230011,232.676865,6096900
2018-06-18,269.000000,269.000000,264.230011,264.500000,227.743118,3019100
2018-06-19,256.000000,261.130005,254.149994,260.950012,227.699493,3622100
2018-06-20,261.500000,264.019989,260.739990,261.220001,227.935059,2495100
2018-06-21,261.579987,262.570007,258.440002,259.649994,226.565155,1818600
2018-06-22,261.179993,261.500000,258.959991,259.709991,226.617477,5241200
2018-06-25,256.420013,256.420013,250.429993,252.419998,220.256393,2970500
2018-06-26,253.000000,254.610001,250.550003,251.539993,219.488525,2423300
2018-06-27,252.089996,255.160004,246.850006,247.110001,215.622986,2472000
2018-06-28,246.279999,247.320007,242.270004,244.899994,213.694580,3323800
2018-06-29,246.949997,246.949997,242.570007,242.639999,211.722565,4279400
2018-07-02,240.089996,242.220001,237.419998,242.050003,211.207733,3336900
2018-07-03,243.360001,243.389999,239.000000,239.289993,208.799393,1159100
2018-07-05,241.789993,245.610001,240.679993,245.399994,214.130844,2529900
2018-07-06,244.899994,248.600006,244.419998,247.679993,216.120316,2311200
2018-07-09,249.000000,249.229996,245.529999,247.429993,215.902191,1795500
2018-07-10,248.339996,251.800003,247.050003,250.559998,218.633377,1641300
2018-07-11,244.949997,247.539993,242.610001,243.440002,212.420624,3576100
2018-07-12,207.080002,210.279999,197.460007,209.979996,183.224136,43508300
2018-07-13,212.500000,214.000000,201.899994,202.460007,176.662354,16167800
2018-07-16,201.600006,206.380005,200.529999,203.250000,177.351685,10227700
2018-07-17,202.210007,209.089996,202.009995,208.309998,181.766907,11082700
2018-07-18,207.220001,209.880005,206.630005,208.779999,182.177032,8083400
2018-07-19,208.289993,211.479996,208.039993,210.369995,183.564438,6324700
2018-07-20,210.100006,211.210007,208.759995,210.330002,183.529541,6289300
2018-07-23,210.410004,218.639999,210.399994,216.720001,189.105316,8221100
2018-07-24,217.800003,220.389999,216.000000,217.339996,189.646271,8115800
2018-07-25,217.710007,228.649994,217.710007,225.970001,197.176666,9227100
2018-07-26,226.500000,229.770004,221.570007,223.179993,194.742188,8506900
2018-07-27,224.009995,229.289993,220.070007,221.050003,192.883591,7944300
2018-07-30,221.110001,228.020004,221.050003,225.190002,196.496048,7527500
2018-07-31,226.679993,228.839996,221.539993,221.770004,193.511841,6386000
2018-08-01,223.259995,223.940002,216.199997,216.800003,189.175140,4266900
2018-08-02,214.270004,218.259995,213.250000,216.350006,188.782440,4031200
2018-08-03,215.750000,218.000000,214.399994,217.809998,190.056396,2483200
2018-08-06,216.630005,218.309998,215.860001,216.949997,189.306046,2263800
2018-08-07,219.220001,221.839996,217.139999,220.309998,192.237854,2979800
2018-08-08,220.539993,221.229996,218.949997,219.460007,191.496155,1580100
2018-08-09,220.149994,220.250000,215.940002,216.580002,188.983139,2756300
2018-08-10,212.809998,214.479996,210.460007,212.229996,185.187439,3701700
2018-08-13,211.649994,213.979996,210.449997,211.080002,184.183960,2984200
2018-08-14,211.580002,211.580002,206.839996,207.300003,180.885635,3632700
2018-08-15,205.130005,207.580002,202.770004,206.580002,180.257355,4113200
2018-08-16,207.770004,208.860001,206.690002,208.690002,182.098511,2923900
2018-08-17,207.970001,211.190002,205.509995,209.270004,182.604599,3909300
2018-08-20,209.479996,210.000000,205.860001,206.720001,180.379562,5448900
2018-08-21,207.520004,211.440002,207.110001,210.509995,183.686584,2995200
2018-08-22,210.449997,211.710007,207.429993,207.539993,181.095047,2689000
2018-08-23,207.729996,209.080002,205.279999,205.589996,179.393494,3557800
2018-08-24,206.350006,209.270004,204.679993,209.000000,182.369019,2054100
2018-08-27,210.250000,214.369995,208.630005,212.970001,185.833145,2821300
2018-08-28,214.630005,215.960007,212.570007,214.429993,187.107086,2434000
2018-08-29,214.809998,215.800003,213.449997,214.990005,187.595734,1812500
2018-08-30,214.970001,216.940002,214.610001,216.649994,189.044220,2652900
2018-08-31,216.029999,219.320007,215.850006,219.029999,191.120956,2762300
2018-09-04,218.589996,220.289993,217.130005,219.429993,191.469986,3666300
2018-09-05,219.949997,221.800003,219.580002,221.419998,193.206451,3719400
2018-09-06,221.500000,222.820007,213.919998,215.970001,188.450882,6250900
2018-09-07,224.199997,235.410004,224.000000,232.580002,202.944427,10470300
2018-09-10,234.660004,240.949997,232.050003,240.610001,209.951218,6088000
2018-09-11,237.699997,239.699997,230.399994,232.550003,202.918213,6075500
2018-09-12,228.100006,230.850006,222.830002,229.889999,200.597168,5307700
2018-09-13,233.690002,239.220001,231.119995,235.419998,205.422531,4375700
2018-09-14,235.160004,237.089996,233.690002,236.339996,206.225327,2809500
2018-09-17,240.000000,240.300003,234.309998,234.830002,204.907700,3673900
2018-09-18,235.000000,241.399994,234.869995,239.729996,210.753906,5051100
2018-09-19,240.470001,242.490005,239.770004,241.789993,212.564926,3116000
2018-09-20,242.990005,246.039993,241.720001,244.929993,215.325409,3998600
2018-09-21,246.330002,248.770004,245.179993,248.100006,218.112289,13532100
2018-09-24,248.050003,250.100006,247.309998,249.449997,219.299072,4532600
2018-09-25,248.979996,249.350006,245.800003,247.649994,217.716629,4703700
2018-09-26,245.639999,248.050003,244.800003,245.429993,215.764969,3342800
2018-09-27,245.690002,247.880005,244.910004,246.449997,216.661682,2957200
2018-09-28,245.539993,246.970001,243.850006,246.729996,216.907837,2673900
2018-10-01,247.880005,252.139999,247.669998,249.509995,219.351807,2770900
2018-10-02,249.139999,251.710007,247.919998,248.100006,218.112289,2488800
2018-10-03,248.809998,251.330002,247.039993,249.419998,219.272720,1960700
2018-10-04,246.660004,249.729996,246.199997,248.169998,218.173798,2566000
2018-10-05,248.389999,250.050003,242.399994,244.229996,214.710037,3386000
2018-10-08,243.309998,245.419998,240.380005,241.369995,212.195709,3339700
2018-10-09,240.589996,245.729996,240.369995,244.699997,215.123199,2467500
2018-10-10,242.929993,245.070007,231.639999,231.830002,203.808777,5632700
2018-10-11,231.970001,235.600006,227.190002,228.899994,201.232956,3742400
2018-10-12,234.759995,235.669998,229.110001,232.949997,204.793442,3258900
2018-10-15,231.029999,235.330002,230.039993,232.470001,204.371445,3009900
2018-10-16,236.000000,238.759995,234.179993,238.320007,209.514389,3035500
2018-10-17,239.740005,239.740005,233.919998,237.169998,208.503387,2026200
2018-10-18,235.429993,236.820007,226.529999,228.020004,200.459335,3744200
2018-10-19,230.000000,231.089996,226.929993,228.279999,200.687866,3223100
2018-10-22,230.559998,232.429993,228.039993,228.619995,200.986801,2561900
2018-10-23,222.809998,229.539993,218.820007,229.050003,201.364838,3599000
2018-10-24,226.399994,226.410004,217.839996,218.710007,192.274597,3781000
2018-10-25,219.880005,223.389999,219.149994,222.240005,195.377960,3519300
