Date,Open,High,Low,Close,Adj Close,Volume
2018-07-30,96.379997,98.120003,96.250000,98.019997,90.072281,5356000
2018-07-31,98.250000,99.199997,97.529999,98.809998,90.798218,4957800
2018-08-01,98.739998,99.349998,98.440002,98.699997,90.697136,4971800
2018-08-02,97.949997,100.389999,97.839996,99.470001,91.404701,4321000
2018-08-03,99.180000,100.690002,98.879997,100.580002,92.424698,4572100
2018-08-06,100.400002,102.589996,100.220001,102.000000,93.729561,5090900
2018-08-07,101.790001,103.809998,101.680000,101.940002,93.674416,5095100
2018-08-08,101.849998,102.669998,101.430000,102.269997,93.977646,3901600
2018-08-09,102.059998,102.720001,101.919998,102.190002,93.904160,3298100
2018-08-10,102.150002,103.190002,101.989998,102.250000,93.959305,2783800
2018-08-13,102.449997,102.680000,102.120003,102.440002,94.133896,2816400
2018-08-14,101.769997,102.839996,101.269997,102.440002,94.654114,3283900
2018-08-15,102.279999,103.440002,102.080002,103.330002,95.476463,3143200
2018-08-16,103.250000,104.940002,103.250000,104.360001,96.428169,4427200
2018-08-17,104.430000,105.919998,103.959999,105.550003,97.527725,3824300
2018-08-20,105.580002,106.379997,105.580002,105.820000,97.777199,2765500
2018-08-21,106.019997,106.129997,104.720001,105.070000,97.084221,2775500
2018-08-22,104.800003,105.629997,104.150002,105.029999,97.047256,1964400
2018-08-23,104.989998,105.250000,104.389999,104.820000,96.853203,2043400
2018-08-24,105.570000,106.040001,104.529999,105.769997,97.730988,3089900
2018-08-27,106.150002,106.489998,104.940002,105.110001,97.121162,2452500
2018-08-28,105.029999,105.589996,104.589996,105.180000,97.185860,2516800
2018-08-29,104.400002,105.589996,104.279999,105.330002,97.324448,2949500
2018-08-30,105.180000,105.739998,104.940002,105.480003,97.463036,2928600
2018-08-31,105.139999,105.860001,104.470001,105.650002,97.620132,3278900
2018-09-04,105.309998,105.699997,104.379997,104.620003,96.668404,3107000
2018-09-05,104.849998,106.110001,104.699997,105.720001,97.684799,3366600
2018-09-06,105.669998,105.750000,103.660004,105.370003,97.361404,3180700
2018-09-07,105.150002,107.239998,104.800003,107.029999,98.895226,3822900
2018-09-10,107.500000,107.839996,106.389999,106.419998,98.331604,2950800
2018-09-11,106.410004,106.620003,105.519997,105.639999,97.610878,3516400
2018-09-12,105.809998,106.489998,105.510002,105.970001,97.915802,3926000
2018-09-13,106.160004,106.709999,105.820000,106.580002,98.479424,5167400
2018-09-14,106.570000,106.690002,105.400002,105.769997,97.730988,3103100
2018-09-17,105.610001,106.769997,105.050003,105.709999,97.675575,4972200
2018-09-18,105.870003,107.190002,105.110001,106.879997,98.756630,3668800
2018-09-19,106.879997,107.070000,105.500000,105.739998,97.703278,3270400
2018-09-20,105.720001,106.110001,104.220001,106.070000,98.008194,3762000
2018-09-21,106.230003,106.870003,105.349998,106.330002,98.248444,5333700
2018-09-24,105.949997,106.669998,105.589996,105.589996,97.564682,3095500
2018-09-25,106.010002,106.760002,105.540001,105.699997,97.666321,3775700
2018-09-26,106.059998,107.370003,106.010002,106.309998,98.229973,3707300
2018-09-27,106.489998,107.169998,106.209999,106.690002,98.581078,2093700
2018-09-28,106.769997,107.739998,106.300003,107.309998,99.153954,2812300
2018-10-01,107.669998,107.709999,107.029999,107.599998,99.421913,2707500
2018-10-02,107.500000,108.139999,107.190002,107.959999,99.754562,3787900
2018-10-03,108.470001,109.610001,108.239998,108.620003,100.364388,5097200
2018-10-04,113.620003,115.680000,111.040001,112.989998,104.402260,10940700
2018-10-05,114.089996,115.449997,114.089996,115.019997,106.277946,8330300
2018-10-08,114.849998,116.610001,114.769997,115.459999,106.684509,6002300
2018-10-09,115.089996,116.000000,114.230003,115.449997,106.675285,4716000
2018-10-10,114.959999,115.370003,113.250000,113.339996,104.725639,5602900
2018-10-11,113.089996,113.320000,106.580002,107.910004,99.708366,7226300
2018-10-12,109.000000,111.019997,108.430000,110.480003,102.083015,4519100
2018-10-15,110.500000,111.809998,109.980003,110.620003,102.212379,3884700
2018-10-16,110.839996,111.220001,109.930000,111.029999,102.591232,4192800
2018-10-17,110.980003,113.769997,110.860001,113.589996,104.956627,4402100
2018-10-18,113.930000,114.250000,112.410004,113.309998,104.697922,3619600
2018-10-19,112.879997,113.360001,110.660004,111.919998,103.413559,4224000
2018-10-22,112.000000,112.720001,111.370003,112.029999,103.515228,2938300
2018-10-23,110.699997,111.459999,109.059998,110.389999,101.999863,3757000
2018-10-24,110.220001,111.150002,106.190002,106.320000,98.239204,6739400
2018-10-25,106.430000,108.820000,104.169998,107.889999,99.689865,4114800
2018-10-26,107.050003,107.470001,105.059998,106.389999,98.303871,4464500
2018-10-29,107.449997,109.080002,106.300003,107.400002,99.237106,3587800
2018-10-30,107.230003,108.510002,107.080002,108.339996,100.105675,3325900
2018-10-31,109.589996,110.430000,108.349998,108.440002,100.198082,4349200
2018-11-01,108.739998,109.230003,107.330002,107.860001,99.662148,3639400
2018-11-02,108.139999,108.389999,105.930000,106.750000,98.636505,3577200
2018-11-05,110.430000,112.080002,109.760002,110.139999,101.768860,7368600
2018-11-06,109.000000,109.300003,104.949997,105.900002,97.851128,6803700
2018-11-07,106.849998,110.779999,106.720001,109.720001,101.380783,5875400
2018-11-08,109.489998,110.940002,109.010002,110.099998,101.731895,3666300
2018-11-09,110.419998,112.540001,109.699997,112.209999,103.681534,5054400
2018-11-12,112.260002,114.709999,112.260002,113.199997,104.596268,5078900
2018-11-13,114.250000,114.250000,111.830002,112.389999,103.847855,4239700
2018-11-14,112.360001,112.650002,109.739998,109.809998,101.974762,5392800
2018-11-15,109.180000,112.230003,108.540001,112.199997,104.194229,4796800
2018-11-16,111.680000,114.300003,111.669998,113.830002,105.707939,4766400
2018-11-19,113.000000,116.099998,113.000000,115.809998,107.546646,4869800
2018-11-20,114.879997,116.199997,114.320000,114.720001,106.534439,4877300
2018-11-21,114.279999,114.279999,112.129997,112.230003,104.222107,3619700
2018-11-23,111.860001,113.809998,111.400002,112.870003,104.816437,1897000
2018-11-26,111.260002,113.599998,110.970001,112.379997,104.361397,3296200
2018-11-27,112.279999,114.250000,111.709999,114.220001,106.070122,3263200
2018-11-28,114.730003,115.830002,113.760002,115.529999,107.286621,4814500
2018-11-29,115.300003,117.930000,114.970001,117.000000,108.651749,4688300
2018-11-30,117.610001,118.709999,116.220001,118.639999,110.174721,8965600
2018-12-03,118.639999,118.690002,117.540001,118.519997,110.063286,4290100
2018-12-04,118.650002,119.839996,116.320000,116.519997,108.205978,5676600
2018-12-06,115.320000,115.989998,112.980003,115.839996,107.574516,5064400
2018-12-07,115.529999,115.779999,112.769997,113.580002,105.475769,4128100
2018-12-10,113.599998,114.650002,111.019997,114.089996,105.949364,3832600
2018-12-11,114.839996,115.620003,113.919998,114.500000,106.330132,3806800
2018-12-12,115.480003,115.739998,114.269997,114.339996,106.181541,3758800
2018-12-13,114.620003,115.150002,113.839996,114.860001,106.664436,3609900
2018-12-14,114.290001,114.580002,111.239998,111.930000,103.943481,5306100
2018-12-17,111.209999,111.300003,107.720001,108.360001,100.628235,6121700
2018-12-18,109.430000,109.660004,105.669998,106.500000,98.900948,6864400
2018-12-19,111.540001,111.540001,107.699997,109.110001,101.324715,8362800
2018-12-20,109.099998,110.160004,108.120003,109.290001,101.491882,8362300
2018-12-21,109.290001,111.510002,108.680000,109.419998,101.612602,13154500
2018-12-24,109.349998,109.410004,106.629997,106.750000,99.133095,3284000
2018-12-26,106.760002,111.089996,106.430000,111.089996,103.163445,3792400
2018-12-27,110.239998,112.900002,108.730003,112.889999,104.835007,4101600
2018-12-28,113.400002,115.089996,112.589996,114.199997,106.051529,3984000
2018-12-31,114.339996,115.849998,114.239998,115.720001,107.463074,2731000
2019-01-02,114.790001,115.430000,112.750000,114.879997,106.683022,4247100
2019-01-03,114.720001,114.739998,111.099998,111.309998,103.367752,4203300
2019-01-04,112.209999,114.839996,111.739998,114.660004,106.478714,5795200
2019-01-07,112.370003,116.440002,112.050003,115.279999,107.054466,7749600
2019-01-08,115.690002,116.419998,114.519997,116.339996,108.038841,3428900
2019-01-09,116.370003,118.220001,116.220001,117.209999,108.846771,5820100
2019-01-10,117.089996,117.220001,114.970001,115.940002,107.667397,4282300
2019-01-11,115.269997,116.209999,115.099998,116.180000,107.890251,2648800
2019-01-14,115.199997,115.250000,114.330002,114.680000,106.497284,4404600
2019-01-15,113.910004,118.220001,113.400002,117.089996,108.735321,5097700
2019-01-16,116.989998,118.070000,116.480003,116.800003,108.466026,2920600
2019-01-17,116.809998,119.199997,116.550003,119.160004,110.657631,4401900
2019-01-18,115.580002,116.900002,115.019997,116.589996,108.270988,8887000
2019-01-22,115.690002,117.110001,115.690002,117.089996,108.735321,4377500
2019-01-23,117.110001,118.900002,116.919998,118.790001,110.314026,4012100
2019-01-24,118.220001,118.220001,114.199997,114.989998,106.785156,6946200
2019-01-25,115.339996,115.349998,114.040001,114.970001,106.766594,4599100
2019-01-28,114.720001,115.110001,113.540001,115.029999,106.822296,3590900
2019-01-29,114.389999,115.949997,113.910004,115.709999,107.453804,3767400
2019-01-30,115.529999,117.080002,115.529999,116.940002,108.596024,4362900
2019-01-31,116.940002,120.139999,116.730003,119.860001,111.307693,5746100
2019-02-01,120.320000,120.989998,119.129997,120.889999,112.264175,4171500
2019-02-04,121.209999,121.839996,118.690002,120.169998,111.595543,4518400
2019-02-05,120.720001,121.739998,120.400002,120.430000,111.836998,8832400
2019-02-06,118.669998,120.820000,117.739998,119.269997,110.759781,7421000
2019-02-07,119.000000,119.330002,116.860001,117.500000,109.116051,7935000
2019-02-08,117.730003,121.430000,117.449997,119.599998,111.066223,16195100
2019-02-11,119.199997,119.940002,117.040001,118.010002,109.589676,7203100
2019-02-12,117.760002,119.900002,117.500000,119.489998,110.964066,6975500
2019-02-13,119.599998,120.279999,118.110001,119.650002,111.112663,12738600
2019-02-14,118.940002,121.250000,118.800003,120.750000,112.741928,17847000
2019-02-15,121.180000,122.480003,120.400002,122.480003,114.357224,10366400
2019-02-19,121.309998,123.330002,121.300003,122.129997,114.030403,17861300
2019-02-20,122.379997,123.050003,121.610001,122.660004,114.525269,19880300
2019-02-21,122.059998,123.760002,121.800003,122.720001,114.581276,20798700
2019-02-22,122.730003,124.739998,122.650002,124.000000,115.776390,19574000
2019-02-25,124.099998,124.669998,123.470001,123.889999,115.673698,13682400
2019-02-26,123.860001,125.160004,123.320000,124.669998,116.401955,20790900
2019-02-27,124.489998,126.480003,124.080002,125.680000,117.344971,32135600
2019-02-28,125.519997,127.769997,125.199997,126.290001,117.914513,36023600
2019-03-01,127.250000,129.419998,126.580002,128.839996,120.295387,43290900
2019-03-04,130.509995,130.509995,125.339996,127.459999,119.006935,59468600
2019-03-05,128.399994,128.869995,126.720001,128.490005,119.968628,53212600
2019-03-06,128.750000,128.789993,125.389999,126.680000,118.278656,74822500
2019-03-07,126.410004,127.190002,125.129997,126.339996,117.961205,60615600
2019-03-08,126.370003,126.980003,125.250000,126.699997,118.297333,50169800
2019-03-11,122.800003,124.910004,122.510002,123.500000,115.309555,61771200
2019-03-12,123.500000,124.019997,122.680000,123.500000,115.309555,8077600
2019-03-13,124.599998,130.750000,123.160004,124.309998,116.065834,68139300
2019-03-14,124.980003,124.980003,122.510002,123.080002,114.917412,42768700
2019-03-15,123.099998,124.160004,121.959999,123.940002,115.720383,47331000
2019-03-18,123.989998,125.349998,123.500000,125.239998,116.934158,16052200
2019-03-19,125.260002,126.650002,125.139999,126.589996,118.194626,13726300
2019-03-20,127.540001,129.100006,126.830002,128.160004,119.660507,7520700
2019-03-21,126.879997,128.979996,126.639999,128.309998,119.800568,5704300
2019-03-22,128.729996,129.479996,127.430000,128.300003,119.791222,15332900
2019-03-25,128.610001,130.580002,128.410004,129.869995,121.257103,5972800
2019-03-26,130.240005,132.130005,129.699997,131.020004,122.330864,5872900
2019-03-27,130.960007,131.559998,128.520004,128.770004,120.230049,7675100
2019-03-28,129.339996,129.899994,128.869995,128.949997,120.398125,6112900
2019-03-29,129.009995,129.940002,128.979996,129.759995,121.154381,5729100
2019-04-01,130.710007,131.350006,129.050003,129.050003,120.491501,5132300
2019-04-02,129.039993,129.570007,128.240005,129.320007,120.743576,3214600
2019-04-03,129.110001,129.250000,126.839996,127.050003,118.624138,4425300
2019-04-04,127.339996,127.349998,124.610001,125.610001,117.279617,5539800
2019-04-05,126.489998,127.010002,125.610001,126.989998,118.568108,4656400
2019-04-08,126.500000,127.279999,126.089996,127.160004,118.726822,3430900
2019-04-09,126.760002,128.119995,126.599998,127.239998,118.801537,4215600
2019-04-10,127.559998,127.970001,126.930000,127.190002,118.754829,4227100
2019-04-11,126.860001,127.320000,124.510002,125.150002,116.850128,5520700
2019-04-12,125.239998,125.239998,123.019997,123.059998,114.898743,5470400
2019-04-15,123.769997,124.349998,123.160004,124.080002,115.851097,4549100
2019-04-16,124.930000,124.930000,119.790001,119.959999,112.004326,6573400
2019-04-17,120.000000,120.059998,115.889999,116.500000,108.773811,14842800
2019-04-18,116.230003,116.650002,114.139999,115.199997,107.560013,9805800
2019-04-22,115.040001,115.570000,113.650002,115.470001,107.812096,7519700
2019-04-23,116.040001,117.889999,115.430000,117.489998,109.698135,5891500
2019-04-24,118.290001,118.430000,117.230003,118.000000,110.174316,4254100
2019-04-25,117.750000,118.680000,116.750000,118.230003,110.389046,3425000
2019-04-26,118.830002,119.919998,118.669998,119.870003,111.920303,3372500
2019-04-29,119.900002,120.010002,119.250000,119.599998,111.668205,4097200
2019-04-30,116.610001,117.139999,114.910004,117.040001,109.277977,7548300
2019-05-01,117.050003,119.529999,116.559998,118.180000,110.342384,5392100
2019-05-02,118.440002,118.570000,116.860001,118.459999,110.603798,4168800
2019-05-03,118.440002,118.440002,116.540001,116.910004,109.156601,5695500
2019-05-06,115.820000,117.080002,115.300003,116.650002,108.913849,5952100
2019-05-07,116.300003,116.489998,114.459999,114.940002,107.317245,5127200
2019-05-08,115.849998,116.889999,115.230003,116.250000,108.540375,2992600
2019-05-09,115.860001,116.150002,114.779999,115.800003,108.120216,5818900
2019-05-10,115.629997,116.320000,114.220001,116.220001,108.512360,3660500
2019-05-13,114.860001,115.190002,113.870003,114.370003,106.785049,4284600
2019-05-14,114.730003,115.529999,114.529999,114.940002,107.317245,3668400
2019-05-15,115.250000,115.839996,114.320000,115.620003,107.952156,3724400
2019-05-16,114.570000,117.680000,114.570000,116.730003,109.599968,3914100
2019-05-17,115.699997,116.650002,115.220001,116.010002,108.923927,3109800
2019-05-20,115.870003,116.300003,115.000000,116.230003,109.130493,3042800
2019-05-21,117.040001,117.790001,116.529999,116.580002,109.459129,2611100
2019-05-22,116.120003,118.389999,116.120003,117.980003,110.773605,3934200
2019-05-23,117.760002,117.959999,116.480003,116.809998,109.675079,3653500
2019-05-24,117.529999,117.550003,116.449997,116.790001,109.656303,2086400
2019-05-28,117.089996,118.410004,115.699997,115.760002,108.689194,5007200
2019-05-29,115.610001,115.800003,114.430000,115.489998,108.435684,5915800
2019-05-30,115.489998,116.300003,114.959999,115.900002,108.820648,2392800
2019-05-31,115.339996,117.580002,114.989998,115.940002,108.858215,6098400
2019-06-03,116.529999,117.720001,116.040001,116.769997,109.637512,4722000
2019-06-04,118.080002,118.930000,117.410004,117.559998,110.379257,3122700
2019-06-05,118.029999,118.379997,116.529999,117.019997,109.872238,4175800
2019-06-06,117.519997,118.940002,117.269997,117.500000,110.322899,3882800
2019-06-07,118.190002,118.940002,117.889999,118.349998,111.121010,2726300
2019-06-10,116.000000,116.000000,113.879997,113.930000,106.970978,8172400
2019-06-11,114.779999,115.589996,111.849998,112.209999,105.356049,5681200
2019-06-12,112.500000,115.500000,112.500000,115.239998,108.200958,3793800
2019-06-13,115.400002,115.400002,110.610001,111.820000,104.989868,8477300
2019-06-14,112.129997,112.250000,111.010002,111.739998,104.914764,3188100
2019-06-17,111.639999,113.419998,111.339996,113.400002,106.473358,3032300
2019-06-18,113.650002,114.830002,113.220001,114.650002,107.647018,2868700
2019-06-19,115.019997,115.989998,114.339996,115.230003,108.191597,3320600
2019-06-20,116.349998,117.070000,115.260002,115.559998,108.501419,2840100
2019-06-21,115.739998,115.930000,114.809998,115.489998,108.435684,4024600
2019-06-24,115.080002,116.150002,114.709999,115.629997,108.567154,2570500
2019-06-25,115.510002,116.830002,115.169998,115.360001,108.313637,2110100
2019-06-26,114.809998,114.949997,110.620003,111.339996,104.539185,4677500
2019-06-27,111.739998,112.209999,111.160004,111.470001,104.661255,3615900
2019-06-28,111.800003,111.830002,110.019997,110.790001,104.022781,8958700
2019-07-01,111.309998,112.839996,110.639999,112.739998,105.853668,3236400
2019-07-02,112.820000,114.209999,112.400002,114.199997,107.224487,2343400
2019-07-03,114.870003,115.470001,113.779999,114.419998,107.431061,3707700
2019-07-05,114.050003,114.370003,112.550003,112.820000,105.928787,2444000
2019-07-08,112.470001,112.790001,110.910004,111.519997,104.708199,2998700
2019-07-09,111.849998,113.360001,111.849998,113.080002,106.172913,2717700
2019-07-10,113.269997,114.650002,112.669998,114.529999,107.534340,3339100
2019-07-11,111.529999,112.239998,109.099998,109.820000,103.112022,6589600
2019-07-12,109.470001,109.470001,105.150002,108.290001,101.675476,7211100
2019-07-15,108.300003,109.160004,107.589996,108.470001,101.844505,4405200
2019-07-16,109.000000,109.190002,107.970001,108.820000,102.173103,2206500
2019-07-17,109.349998,109.650002,107.080002,107.089996,100.548782,3507300
2019-07-18,107.830002,108.480003,107.239998,108.339996,101.722427,3232900
2019-07-19,108.500000,108.519997,106.580002,106.790001,100.267090,4820600
2019-07-22,106.919998,107.360001,105.870003,107.269997,100.717773,2894400
2019-07-23,107.500000,109.400002,106.059998,108.220001,101.609764,5098200
2019-07-24,108.349998,109.660004,107.160004,108.519997,101.891434,3762700
2019-07-25,108.570000,110.379997,107.680000,107.820000,101.234184,4596700
2019-07-26,107.919998,109.230003,107.540001,108.269997,101.656700,3470700
2019-07-29,108.070000,110.239998,108.070000,108.720001,102.079216,3192500
2019-07-30,108.300003,110.019997,107.000000,108.690002,102.051048,4664200
2019-07-31,108.059998,110.709999,107.610001,108.949997,102.295143,5535700
2019-08-01,109.019997,110.739998,108.309998,110.510002,103.759872,3679000
2019-08-02,110.959999,113.269997,110.190002,112.419998,105.553223,4477700
2019-08-05,111.379997,112.489998,107.440002,108.709999,102.069817,4765800
2019-08-06,109.470001,112.120003,109.040001,111.400002,104.595512,5490000
2019-08-07,110.370003,111.379997,108.529999,111.120003,104.332642,4231700
2019-08-08,111.959999,114.540001,111.639999,113.970001,107.008545,4815900
2019-08-09,113.239998,114.550003,112.349998,113.769997,106.820763,2788100
2019-08-12,112.900002,114.059998,112.290001,113.599998,106.661140,2318400
2019-08-13,113.529999,116.139999,113.430000,115.699997,108.632866,5247200
2019-08-14,114.860001,114.870003,110.220001,110.290001,104.133850,4937900
2019-08-15,110.419998,111.309998,109.209999,110.230003,104.077202,3939900
2019-08-16,110.940002,111.330002,109.290001,110.519997,104.351006,3497600
2019-08-19,111.050003,112.940002,110.790001,112.529999,106.248810,2903500
2019-08-20,112.330002,112.879997,110.910004,111.010002,104.813644,2074800
2019-08-21,112.000000,112.440002,110.000000,111.459999,105.238541,2207300
2019-08-22,111.440002,112.269997,110.790001,111.610001,105.380165,1840200
2019-08-23,111.459999,112.559998,108.879997,109.510002,103.397385,3870100
2019-08-26,110.610001,111.820000,110.250000,111.779999,105.540672,2565500
2019-08-27,112.309998,112.879997,110.730003,110.730003,104.549286,2945200
2019-08-28,110.330002,111.540001,109.790001,110.970001,104.775879,1744400
2019-08-29,111.809998,112.379997,110.599998,112.250000,105.984444,2708600
2019-08-30,112.820000,114.169998,111.919998,112.970001,106.664230,2870700
2019-09-03,112.540001,114.019997,112.190002,113.959999,107.598991,3710300
2019-09-04,114.379997,114.500000,112.449997,113.250000,106.928619,3756400
2019-09-05,113.959999,115.440002,113.260002,114.599998,108.203262,4045900
2019-09-06,114.779999,114.989998,113.839996,114.050003,107.683975,2904700
2019-09-09,114.519997,114.519997,110.349998,111.070000,104.870293,4982300
2019-09-10,108.370003,111.129997,106.400002,111.099998,104.898628,6589500
2019-09-11,111.779999,112.000000,110.290001,111.690002,105.455688,3404100
2019-09-12,111.919998,112.419998,111.120003,111.470001,105.247971,3578500
2019-09-13,111.739998,112.150002,110.239998,110.889999,104.700340,2842600
2019-09-16,110.419998,110.529999,109.209999,110.129997,103.982765,1728900
2019-09-17,110.330002,111.190002,109.629997,111.120003,104.917511,2438100
2019-09-18,111.440002,112.910004,111.169998,112.720001,106.428200,3132500
2019-09-19,112.860001,115.110001,112.389999,114.349998,107.967216,3929800
2019-09-20,115.930000,117.230003,114.470001,116.160004,109.676193,7517700
2019-09-23,116.000000,116.540001,113.970001,114.180000,107.806694,2611300
2019-09-24,114.360001,114.550003,111.940002,113.250000,106.928619,3480200
2019-09-25,112.879997,113.849998,111.309998,111.389999,105.172447,3093400
2019-09-26,112.040001,112.660004,110.690002,111.820000,105.578453,2266400
2019-09-27,112.349998,113.370003,111.379997,112.370003,106.097748,1906300
2019-09-30,112.400002,113.449997,111.690002,111.830002,105.587875,2516600
2019-10-01,111.940002,112.449997,110.410004,110.959999,104.766441,2203400
2019-10-02,110.330002,110.639999,106.660004,107.000000,101.027473,4483900
2019-10-03,107.089996,108.099998,106.209999,107.290001,101.301292,2735000
2019-10-04,107.489998,108.260002,107.000000,108.199997,102.160507,2865300
2019-10-07,108.309998,108.650002,107.570000,107.830002,101.811165,1460800
2019-10-08,106.889999,108.330002,105.949997,107.190002,101.206886,2802500
2019-10-09,107.559998,108.150002,106.879997,107.300003,101.310738,1636600
2019-10-10,107.029999,107.489998,106.580002,106.919998,100.951958,2736900
2019-10-11,107.750000,109.139999,107.589996,108.360001,102.311569,2554900
